[440,150,140,150, 050,060,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[440,150,140,150, 050,060,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[441,150,140,150, 050,060,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[441,150,141,150, 050,060,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[441,150,141,150, 050,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[441,151,141,150, 050,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[441,151,141,150, 051,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[451,300,141,150, 051,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 0, 0, 5, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[451,300,141,150, 300,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 10, 5, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[451,141,300,150, 300,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 0, 10, 5, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
[400,051,300,150, 300,061,020,020, 100,030,040,160, 140,100,000,130, 010,000,100,000, 120,130,010,000, 110,110,050,100, 000,100,030,120, 1, 15, 5, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
