[050,150,000,030, 010,060,100,100, 000,100,010,130, 040,000,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[050,150,000,030, 010,060,100,100, 000,101,010,130, 040,000,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[050,150,000,030, 010,060,100,100, 000,101,011,130, 040,000,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[050,150,000,030, 010,060,100,100, 000,001,011,130, 040,300,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
[050,151,000,030, 010,061,100,100, 000,001,011,130, 040,300,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
[050,061,000,030, 011,300,100,100, 000,001,011,130, 040,300,050,020, 020,120,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 11, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
[050,061,000,030, 011,300,100,100, 011,001,300,130, 040,300,050,020, 020,121,000,160, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 11, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,011, 040,300,050,020, 020,121,000,161, 100,140,150,030, 140,130,040,110, 120,000,110,100, 1, 16, 1, 8, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,011, 100,140,151,030, 140,130,040,110, 120,000,110,100, 1, 46, 1, 9, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,140,151,030, 140,130,040,011, 120,000,110,100, 1, 51, 1, 10, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,140,151,031, 140,130,040,011, 120,000,110,100, 0, 51, 1, 18, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,141,151,031, 140,130,040,011, 120,000,110,100, 1, 51, 1, 23, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,141,151,031, 140,131,040,011, 120,000,110,100, 0, 51, 1, 24, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,141,151,031, 140,131,041,011, 120,000,110,100, 1, 51, 1, 25, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
[050,061,000,030, 011,300,100,100, 300,001,300,300, 040,300,050,020, 020,121,000,300, 101,141,151,031, 141,131,041,011, 120,000,110,100, 0, 51, 1, 26, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
