[000,020,140,100, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[000,020,140,100, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,020,140,100, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,140,100, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,100, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 010,120,050,130, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 010,120,050,131, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 010,120,051,131, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 010,121,051,131, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 000,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,140,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,100,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,101,010, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,101,011, 000,000,060,110, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,101,011, 000,000,060,111, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,101,011, 000,000,061,111, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[001,021,141,101, 011,121,051,131, 001,141,101,011, 000,001,061,111, 000,160,110,040, 150,100,100,030, 120,100,130,020, 150,040,050,030, 1, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
