[100,050,120,140, 150,130,000,040, 110,130,140,030, 120,050,160,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 1]
[101,050,120,140, 150,130,000,040, 110,130,140,030, 120,050,160,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 0, 2]
[101,050,120,140, 151,130,000,040, 110,130,140,030, 120,050,160,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 3]
[101,050,120,140, 151,130,000,040, 111,130,140,030, 120,050,160,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 0, 4]
[101,050,120,140, 151,130,000,040, 111,131,140,030, 120,050,160,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 5]
[101,050,120,140, 151,130,000,040, 111,131,140,030, 120,050,161,020, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 0, 6]
[101,050,120,140, 151,130,000,040, 111,131,140,030, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 7]
[101,050,120,140, 151,130,000,040, 111,131,140,031, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 0, 8]
[101,050,120,140, 151,130,000,040, 111,131,141,031, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 9]
[101,050,120,140, 151,130,001,040, 111,131,141,031, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 0, 10]
[101,050,120,140, 151,131,001,040, 111,131,141,031, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 1, 0, 0, 13]
[101,050,120,140, 151,300,131,040, 111,131,141,031, 120,050,161,021, 000,010,040,100, 100,030,060,000, 010,100,000,100, 110,020,150,000, 0, 0, 1, 13]
